datetime,000402,cash,commission,total,returns,equity_curve,drawdown
2000-03-13,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-16,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-20,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-21,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-23,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-27,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-28,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-29,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-30,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-03-31,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-03,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-05,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-06,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-12,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-13,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-20,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-21,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-27,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-04-28,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-09,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-12,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-16,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-23,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-29,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-30,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-05-31,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-06-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-06-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-06-05,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-06-06,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-06-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-06-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-06-09,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-06-12,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-06-13,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-06-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-06-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2000-06-16,95.0,99900.7,1.3,99995.7,-4.3e-05,0.999957,4.3e-05
2000-06-19,95.0,99900.7,1.3,99995.7,0.0,0.999957,4.3e-05
2000-06-20,102.0,99900.7,1.3,100002.7,7.00030101295e-05,1.000027,0.0
2000-06-21,102.0,99900.7,1.3,100002.7,0.0,1.000027,0.0
2000-06-22,101.0,99900.7,1.3,100001.7,-9.99973000726e-06,1.000017,1.00000000001e-05
2000-06-23,104.0,99900.7,1.3,100004.7,2.99994900086e-05,1.000047,0.0
2000-06-27,106.0,99900.7,1.3,100006.7,1.99990600442e-05,1.000067,0.0
2000-06-28,104.0,99900.7,1.3,100004.7,-1.99986600897e-05,1.000047,1.99999999999e-05
2000-06-29,103.0,99900.7,1.3,100003.7,-9.99953002212e-06,1.000037,3e-05
2000-06-30,103.0,99900.7,1.3,100003.7,0.0,1.000037,3e-05
2000-07-03,99.0,99900.7,1.3,99999.7,-3.99985200548e-05,0.999997,7e-05
2000-07-04,100.0,99900.7,1.3,100000.7,1.00000300001e-05,1.000007,5.99999999999e-05
2000-07-05,98.0,99900.7,1.3,99998.7,-1.9999860001e-05,0.999987,8e-05
2000-07-06,100.0,99900.7,1.3,100000.7,2.00002600035e-05,1.000007,5.99999999999e-05
2000-07-07,101.0,99900.7,1.3,100001.7,9.9999300005e-06,1.000017,4.99999999999e-05
2000-07-10,98.0,99900.7,1.3,99998.7,-2.99994900087e-05,0.999987,8e-05
2000-07-11,99.0,99900.7,1.3,99999.7,1.00001300016e-05,0.999997,7e-05
