datetime,000402,cash,commission,total,returns,equity_curve,drawdown
2003-10-23,117.0,99850.5,6.5,99967.5,-1.00031509925e-05,0.999675,0.000712
2003-10-24,115.0,99850.5,6.5,99965.5,-2.00065021132e-05,0.999655,0.000732
2003-10-27,114.0,99850.5,6.5,99964.5,-1.00034511906e-05,0.999645,0.000742
2003-10-28,115.0,99850.5,6.5,99965.5,1.00035512607e-05,0.999655,0.000732
2003-10-29,114.0,99850.5,6.5,99964.5,-1.00034511906e-05,0.999645,0.000742
2003-10-30,112.0,99850.5,6.5,99962.5,-2.00071025214e-05,0.999625,0.000762
2003-10-31,112.0,99850.5,6.5,99962.5,0.0,0.999625,0.000762
2003-11-03,113.0,99850.5,6.5,99963.5,1.00037514068e-05,0.999635,0.000752
2003-11-04,114.0,99850.5,6.5,99964.5,1.00036513326e-05,0.999645,0.000742
2003-11-05,112.0,99850.5,6.5,99962.5,-2.00071025214e-05,0.999625,0.000762
2003-11-06,109.0,99850.5,6.5,99959.5,-3.00112542203e-05,0.999595,0.000792
2003-11-07,104.0,99850.5,6.5,99954.5,-5.00202582046e-05,0.999545,0.000842
2003-11-10,103.0,99850.5,6.5,99953.5,-1.00045520712e-05,0.999535,0.000852
2003-11-11,103.0,99850.5,6.5,99953.5,0.0,0.999535,0.000852
2003-11-12,101.0,99850.5,6.5,99951.5,-2.00093043266e-05,0.999515,0.000872
2003-11-13,99.0,99850.5,6.5,99949.5,-2.00097047068e-05,0.999495,0.000892
2003-11-14,97.0,99850.5,6.5,99947.5,-2.00101051031e-05,0.999475,0.000912
2003-11-17,96.0,99850.5,6.5,99946.5,-1.00052527577e-05,0.999465,0.000922000000001
2003-11-18,97.0,99850.5,6.5,99947.5,1.00053528638e-05,0.999475,0.000912000000001
2003-11-19,98.0,99850.5,6.5,99948.5,1.00052527576e-05,0.999485,0.000902000000001
2003-11-20,99.0,99850.5,6.5,99949.5,1.00051526537e-05,0.999495,0.000892000000001
2003-11-21,97.0,99850.5,6.5,99947.5,-2.00101051031e-05,0.999475,0.000912000000001
2003-11-24,101.0,99850.5,6.5,99951.5,4.00210110307e-05,0.999515,0.000872000000001
2003-11-25,102.0,99850.5,6.5,99952.5,1.00048523535e-05,0.999525,0.000862000000001
2003-11-26,101.0,99850.5,6.5,99951.5,-1.00047522573e-05,0.999515,0.000872000000001
2003-11-27,98.0,99850.5,6.5,99948.5,-3.00145570602e-05,0.999485,0.000902000000001
2003-11-28,99.0,99850.5,6.5,99949.5,1.00051526537e-05,0.999495,0.000892
2003-12-01,101.0,99850.5,6.5,99951.5,2.00101051031e-05,0.999515,0.000872
2003-12-02,102.0,99850.5,6.5,99952.5,1.00048523535e-05,0.999525,0.000862
2003-12-03,103.0,99850.5,6.5,99953.5,1.00047522573e-05,0.999535,0.000852
2003-12-04,0.0,99952.2,7.8,99952.2,-1.30060478123e-05,0.999522,0.000865
2003-12-05,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-08,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-09,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-10,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-11,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-12,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-15,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-16,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-17,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-18,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-19,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-22,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-23,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-24,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-25,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-26,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-29,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-30,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2003-12-31,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-02,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-05,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-06,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-07,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-08,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-09,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-12,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-13,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-14,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-15,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-16,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-29,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-01-30,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-02,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-03,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-04,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-05,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-06,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-09,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-10,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-11,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-12,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-13,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-17,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-18,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-19,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-20,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-23,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-24,0.0,99952.2,7.8,99952.2,0.0,0.999522,0.000865
2004-02-25,144.0,99804.9,9.1,99948.9,-3.30157815436e-05,0.999489,0.000898
2004-02-26,144.0,99804.9,9.1,99948.9,0.0,0.999489,0.000898
2004-02-27,145.0,99804.9,9.1,99949.9,1.00051126126e-05,0.999499,0.000888
2004-03-01,145.0,99804.9,9.1,99949.9,0.0,0.999499,0.000888
2004-03-02,143.0,99804.9,9.1,99947.9,-2.00100250225e-05,0.999479,0.000908
2004-03-03,143.0,99804.9,9.1,99947.9,0.0,0.999479,0.000908
2004-03-04,140.0,99804.9,9.1,99944.9,-3.00156381475e-05,0.999449,0.000938
2004-03-05,138.0,99804.9,9.1,99942.9,-2.00110260754e-05,0.999429,0.000958
2004-03-08,133.0,99804.9,9.1,99937.9,-5.00285663113e-05,0.999379,0.001008
2004-03-09,132.0,99804.9,9.1,99936.9,-1.00062138588e-05,0.999369,0.001018
2004-03-10,137.0,99804.9,9.1,99941.9,5.00315699206e-05,0.999419,0.000968
2004-03-11,139.0,99804.9,9.1,99943.9,2.00116267552e-05,0.999439,0.000948
2004-03-12,137.0,99804.9,9.1,99941.9,-2.00112262979e-05,0.999419,0.000968
2004-03-15,143.0,99804.9,9.1,99947.9,6.00348802655e-05,0.999479,0.000908
2004-03-16,145.0,99804.9,9.1,99949.9,2.00104254318e-05,0.999499,0.000888
2004-03-17,146.0,99804.9,9.1,99950.9,1.00050125114e-05,0.999509,0.000878
2004-03-18,149.0,99804.9,9.1,99953.9,3.00147372361e-05,0.999539,0.000848
2004-03-19,148.0,99804.9,9.1,99952.9,-1.00046121262e-05,0.999529,0.000858
2004-03-22,146.0,99804.9,9.1,99950.9,-2.00094244389e-05,0.999509,0.000878
2004-03-23,145.0,99804.9,9.1,99949.9,-1.0004912412e-05,0.999499,0.000888
2004-03-24,146.0,99804.9,9.1,99950.9,1.00050125114e-05,0.999509,0.000878
2004-03-26,149.0,99804.9,9.1,99953.9,3.00147372361e-05,0.999539,0.000848
2004-03-29,146.0,99804.9,9.1,99950.9,-3.00138363786e-05,0.999509,0.000878
2004-03-30,147.0,99804.9,9.1,99951.9,1.00049124121e-05,0.999519,0.000868
2004-03-31,146.0,99804.9,9.1,99950.9,-1.00048123147e-05,0.999509,0.000877999999999
2004-04-01,145.0,99804.9,9.1,99949.9,-1.0004912412e-05,0.999499,0.000887999999999
2004-04-02,152.0,99804.9,9.1,99956.9,7.00350875789e-05,0.999569,0.000817999999999
2004-04-05,157.0,99804.9,9.1,99961.9,5.0021559292e-05,0.999619,0.000767999999999
2004-04-06,159.0,99804.9,9.1,99963.9,2.00076229042e-05,0.999639,0.000748
2004-04-07,158.0,99804.9,9.1,99962.9,-1.00036113037e-05,0.999629,0.000757999999999
2004-04-08,156.0,99804.9,9.1,99960.9,-2.00074227539e-05,0.999609,0.000778
2004-04-09,164.0,99804.9,9.1,99968.9,8.00312922353e-05,0.999689,0.000697999999999
2004-04-12,167.0,99804.9,9.1,99971.9,3.00093329024e-05,0.999719,0.000668
2004-04-13,166.0,99804.9,9.1,99970.9,-1.00028107898e-05,0.999709,0.000678
2004-04-14,165.0,99804.9,9.1,99969.9,-1.00029108471e-05,0.999699,0.000688
2004-04-15,163.0,99804.9,9.1,99967.9,-2.00060218125e-05,0.999679,0.000707999999999
2004-04-16,159.0,99804.9,9.1,99963.9,-4.00128441229e-05,0.999639,0.000747999999999
2004-04-19,156.0,99804.9,9.1,99960.9,-3.00108339111e-05,0.999609,0.000778
2004-04-20,154.0,99804.9,9.1,99958.9,-2.00078230588e-05,0.999589,0.000797999999999
2004-04-21,157.0,99804.9,9.1,99961.9,3.00123350696e-05,0.999619,0.000768
2004-04-22,159.0,99804.9,9.1,99963.9,2.00076229042e-05,0.999639,0.000748
2004-04-23,155.0,99804.9,9.1,99959.9,-4.00144452147e-05,0.999599,0.000788
2004-04-26,156.0,99804.9,9.1,99960.9,1.00040116087e-05,0.999609,0.000778
2004-04-27,149.0,99804.9,9.1,99953.9,-7.00273807058e-05,0.999539,0.000848
2004-04-28,147.0,99804.9,9.1,99951.9,-2.00092242524e-05,0.999519,0.000868
2004-04-29,146.0,99804.9,9.1,99950.9,-1.00048123147e-05,0.999509,0.000878
2004-04-30,148.0,99804.9,9.1,99952.9,2.0009824824e-05,0.999529,0.000858
2004-05-10,146.0,99804.9,9.1,99950.9,-2.00094244389e-05,0.999509,0.000878
2004-05-11,146.0,99804.9,9.1,99950.9,0.0,0.999509,0.000878
2004-05-12,147.0,99804.9,9.1,99951.9,1.00049124121e-05,0.999519,0.000868
2004-05-13,146.0,99804.9,9.1,99950.9,-1.00048123147e-05,0.999509,0.000877999999999
2004-05-14,142.0,99804.9,9.1,99946.9,-4.00196496479e-05,0.999469,0.000917999999999
2004-05-17,139.0,99804.9,9.1,99943.9,-3.00159384633e-05,0.999439,0.000947999999999
2004-05-18,140.0,99804.9,9.1,99944.9,1.00056131489e-05,0.999449,0.000937999999999
2004-05-19,140.0,99804.9,9.1,99944.9,0.0,0.999449,0.000937999999999
2004-05-20,137.0,99804.9,9.1,99941.9,-3.00165391131e-05,0.999419,0.000967999999999
2004-05-21,135.0,99804.9,9.1,99939.9,-2.00116267551e-05,0.999399,0.000987999999999
2004-05-24,136.0,99804.9,9.1,99940.9,1.00060136141e-05,0.999409,0.000977999999999
2004-05-25,135.0,99804.9,9.1,99939.9,-1.00059134949e-05,0.999399,0.000987999999999
2004-05-26,132.0,99804.9,9.1,99936.9,-3.00180408426e-05,0.999369,0.001018
2004-05-27,137.0,99804.9,9.1,99941.9,5.00315699206e-05,0.999419,0.000967999999999
2004-05-28,135.0,99804.9,9.1,99939.9,-2.00116267551e-05,0.999399,0.000987999999999
2004-05-31,137.0,99804.9,9.1,99941.9,2.00120272285e-05,0.999419,0.000967999999999
2004-06-01,140.0,99804.9,9.1,99944.9,3.00174401326e-05,0.999449,0.000937999999999
2004-06-02,138.0,99804.9,9.1,99942.9,-2.00110260754e-05,0.999429,0.000957999999999
2004-06-03,136.0,99804.9,9.1,99940.9,-2.00114265245e-05,0.999409,0.000977999999999
2004-06-04,135.0,99804.9,9.1,99939.9,-1.00059134949e-05,0.999399,0.000987999999999
2004-06-07,134.0,99804.9,9.1,99938.9,-1.00060136142e-05,0.999389,0.000997999999999
2004-06-08,133.0,99804.9,9.1,99937.9,-1.00061137355e-05,0.999379,0.001008
2004-06-09,132.0,99804.9,9.1,99936.9,-1.00062138588e-05,0.999369,0.001018
2004-06-10,132.0,99804.9,9.1,99936.9,0.0,0.999369,0.001018
2004-06-11,133.0,99804.9,9.1,99937.9,1.00063139841e-05,0.999379,0.001008
2004-06-14,133.0,99804.9,9.1,99937.9,0.0,0.999379,0.001008
2004-06-15,132.0,99804.9,9.1,99936.9,-1.00062138588e-05,0.999369,0.001018
2004-06-16,136.0,99804.9,9.1,99940.9,4.00252559365e-05,0.999409,0.000977999999999
2004-06-17,133.0,99804.9,9.1,99937.9,-3.00177404846e-05,0.999379,0.001008
2004-06-18,128.0,99804.9,9.1,99932.9,-5.0031069294e-05,0.999329,0.001058
2004-06-21,130.0,99804.9,9.1,99934.9,2.00134290109e-05,0.999349,0.001038
2004-06-22,129.0,99804.9,9.1,99933.9,-1.00065142408e-05,0.999339,0.001048
2004-06-23,127.0,99804.9,9.1,99931.9,-2.00132287442e-05,0.999319,0.001068
2004-06-24,128.0,99804.9,9.1,99932.9,1.00068146407e-05,0.999329,0.001058
2004-06-25,127.0,99804.9,9.1,99931.9,-1.00067145055e-05,0.999319,0.001068
2004-06-28,125.0,99804.9,9.1,99929.9,-2.00136292815e-05,0.999299,0.001088
2004-06-29,123.0,99804.9,9.1,99927.9,-2.00140298349e-05,0.999279,0.001108
2004-06-30,124.0,99804.9,9.1,99928.9,1.00072152021e-05,0.999289,0.001098
2004-07-01,129.0,99804.9,9.1,99933.9,5.00355752939e-05,0.999339,0.001048
2004-07-02,127.0,99804.9,9.1,99931.9,-2.00132287442e-05,0.999319,0.001068
2004-07-05,124.0,99804.9,9.1,99928.9,-3.00204439223e-05,0.999289,0.001098
2004-07-06,129.0,99804.9,9.1,99933.9,5.00355752939e-05,0.999339,0.001048
2004-07-07,129.0,99804.9,9.1,99933.9,0.0,0.999339,0.001048
2004-07-08,128.0,99804.9,9.1,99932.9,-1.00066143721e-05,0.999329,0.001058
2004-07-09,129.0,99804.9,9.1,99933.9,1.00067145055e-05,0.999339,0.001048
2004-07-12,127.0,99804.9,9.1,99931.9,-2.00132287442e-05,0.999319,0.001068
2004-07-13,126.0,99804.9,9.1,99930.9,-1.00068146408e-05,0.999309,0.001078
2004-07-14,127.0,99804.9,9.1,99931.9,1.00069147781e-05,0.999319,0.001068
2004-07-15,133.0,99804.9,9.1,99937.9,6.00408878446e-05,0.999379,0.001008
2004-07-16,140.0,99804.9,9.1,99944.9,7.00434970116e-05,0.999449,0.000938
2004-07-19,138.0,99804.9,9.1,99942.9,-2.00110260754e-05,0.999429,0.000958
2004-07-20,135.0,99804.9,9.1,99939.9,-3.00171397868e-05,0.999399,0.000988
2004-07-21,137.0,99804.9,9.1,99941.9,2.00120272285e-05,0.999419,0.000968
2004-07-22,134.0,99804.9,9.1,99938.9,-3.00174401328e-05,0.999389,0.000998
2004-07-23,133.0,99804.9,9.1,99937.9,-1.00061137355e-05,0.999379,0.001008
2004-07-26,131.0,99804.9,9.1,99935.9,-2.00124277177e-05,0.999359,0.001028
2004-07-27,133.0,99804.9,9.1,99937.9,2.00128282228e-05,0.999379,0.001008
2004-07-28,133.0,99804.9,9.1,99937.9,0.0,0.999379,0.001008
2004-07-29,136.0,99804.9,9.1,99940.9,3.00186415765e-05,0.999409,0.000978
2004-07-30,134.0,99804.9,9.1,99938.9,-2.00118269897e-05,0.999389,0.000998
2004-08-02,133.0,99804.9,9.1,99937.9,-1.00061137355e-05,0.999379,0.001008
2004-08-03,134.0,99804.9,9.1,99938.9,1.00062138588e-05,0.999389,0.000998
2004-08-04,137.0,99804.9,9.1,99941.9,3.00183412065e-05,0.999419,0.000968
2004-08-05,135.0,99804.9,9.1,99939.9,-2.00116267551e-05,0.999399,0.000988
2004-08-06,133.0,99804.9,9.1,99937.9,-2.00120272283e-05,0.999379,0.001008
2004-08-09,134.0,99804.9,9.1,99938.9,1.00062138588e-05,0.999389,0.000998
2004-08-10,134.0,99804.9,9.1,99938.9,0.0,0.999389,0.000998
2004-08-11,133.0,99804.9,9.1,99937.9,-1.00061137355e-05,0.999379,0.001008
2004-08-12,132.0,99804.9,9.1,99936.9,-1.00062138588e-05,0.999369,0.001018
2004-08-13,133.0,99804.9,9.1,99937.9,1.00063139841e-05,0.999379,0.001008
2004-08-16,132.0,99804.9,9.1,99936.9,-1.00062138588e-05,0.999369,0.001018
2004-08-17,128.0,99804.9,9.1,99932.9,-4.00252559365e-05,0.999329,0.001058
2004-08-18,126.0,99804.9,9.1,99930.9,-2.00134290108e-05,0.999309,0.001078
2004-08-19,126.0,99804.9,9.1,99930.9,0.0,0.999309,0.001078
2004-08-20,127.0,99804.9,9.1,99931.9,1.00069147781e-05,0.999319,0.001068
2004-08-23,127.0,99804.9,9.1,99931.9,0.0,0.999319,0.001068
2004-08-24,130.0,99804.9,9.1,99934.9,3.00204439223e-05,0.999349,0.001038
2004-08-25,129.0,99804.9,9.1,99933.9,-1.00065142408e-05,0.999339,0.001048
2004-08-26,127.0,99804.9,9.1,99931.9,-2.00132287442e-05,0.999319,0.001068
2004-08-27,126.0,99804.9,9.1,99930.9,-1.00068146408e-05,0.999309,0.001078
2004-08-30,126.0,99804.9,9.1,99930.9,0.0,0.999309,0.001078
2004-08-31,128.0,99804.9,9.1,99932.9,2.00138295563e-05,0.999329,0.001058
2004-09-01,126.0,99804.9,9.1,99930.9,-2.00134290108e-05,0.999309,0.001078
2004-09-02,126.0,99804.9,9.1,99930.9,0.0,0.999309,0.001078
2004-09-03,126.0,99804.9,9.1,99930.9,0.0,0.999309,0.001078
2004-09-06,126.0,99804.9,9.1,99930.9,0.0,0.999309,0.001078
2004-09-07,126.0,99804.9,9.1,99930.9,0.0,0.999309,0.001078
2004-09-08,126.0,99804.9,9.1,99930.9,0.0,0.999309,0.001078
2004-09-09,123.0,99804.9,9.1,99927.9,-3.00207443343e-05,0.999279,0.001108
2004-09-10,122.0,99804.9,9.1,99926.9,-1.00072152022e-05,0.999269,0.001118
2004-09-13,120.0,99804.9,9.1,99924.9,-2.0014630695e-05,0.999249,0.001138
2004-09-14,120.0,99804.9,9.1,99924.9,0.0,0.999249,0.001138
2004-09-15,125.0,99804.9,9.1,99929.9,5.00375782213e-05,0.999299,0.001088
2004-09-16,125.0,99804.9,9.1,99929.9,0.0,0.999299,0.001088
2004-09-17,132.0,99804.9,9.1,99936.9,7.00491044221e-05,0.999369,0.001018
2004-09-20,137.0,99804.9,9.1,99941.9,5.00315699206e-05,0.999419,0.000968
2004-09-21,135.0,99804.9,9.1,99939.9,-2.00116267551e-05,0.999399,0.000988
2004-09-22,132.0,99804.9,9.1,99936.9,-3.00180408426e-05,0.999369,0.001018
2004-09-23,133.0,99804.9,9.1,99937.9,1.00063139841e-05,0.999379,0.001008
2004-09-24,134.0,99804.9,9.1,99938.9,1.00062138588e-05,0.999389,0.000997999999999
2004-09-27,133.0,99804.9,9.1,99937.9,-1.00061137355e-05,0.999379,0.001008
2004-09-28,132.0,99804.9,9.1,99936.9,-1.00062138588e-05,0.999369,0.001018
2004-09-29,131.0,99804.9,9.1,99935.9,-1.00063139842e-05,0.999359,0.001028
2004-09-30,131.0,99804.9,9.1,99935.9,0.0,0.999359,0.001028
2004-10-08,134.0,99804.9,9.1,99938.9,3.00192423344e-05,0.999389,0.000997999999999
2004-10-11,137.0,99804.9,9.1,99941.9,3.00183412065e-05,0.999419,0.000967999999999
2004-10-12,132.0,99804.9,9.1,99936.9,-5.00290668879e-05,0.999369,0.001018
2004-10-13,132.0,99804.9,9.1,99936.9,0.0,0.999369,0.001018
2004-10-14,126.0,99804.9,9.1,99930.9,-6.00378839047e-05,0.999309,0.001078
2004-10-15,124.0,99804.9,9.1,99928.9,-2.00138295562e-05,0.999289,0.001098
2004-10-18,126.0,99804.9,9.1,99930.9,2.00142301177e-05,0.999309,0.001078
2004-10-19,129.0,99804.9,9.1,99933.9,3.00207443342e-05,0.999339,0.001048
2004-10-20,128.0,99804.9,9.1,99932.9,-1.00066143721e-05,0.999329,0.001058
2004-10-21,130.0,99804.9,9.1,99934.9,2.00134290109e-05,0.999349,0.001038
2004-10-22,131.0,99804.9,9.1,99935.9,1.00065142408e-05,0.999359,0.001028
2004-10-25,125.0,99804.9,9.1,99929.9,-6.00384846686e-05,0.999299,0.001088
2004-10-26,127.0,99804.9,9.1,99931.9,2.0014029835e-05,0.999319,0.001068
2004-10-27,131.0,99804.9,9.1,99935.9,4.0027258563e-05,0.999359,0.001028
2004-10-28,131.0,99804.9,9.1,99935.9,0.0,0.999359,0.001028
2004-10-29,131.0,99804.9,9.1,99935.9,0.0,0.999359,0.001028
2004-11-01,131.0,99804.9,9.1,99935.9,0.0,0.999359,0.001028
2004-11-02,133.0,99804.9,9.1,99937.9,2.00128282228e-05,0.999379,0.001008
2004-11-03,132.0,99804.9,9.1,99936.9,-1.00062138588e-05,0.999369,0.001018
2004-11-04,132.0,99804.9,9.1,99936.9,0.0,0.999369,0.001018
2004-11-05,133.0,99804.9,9.1,99937.9,1.00063139841e-05,0.999379,0.001008
2004-11-08,132.0,99804.9,9.1,99936.9,-1.00062138588e-05,0.999369,0.001018
2004-11-09,134.0,99804.9,9.1,99938.9,2.00126279684e-05,0.999389,0.000998
2004-11-10,138.0,99804.9,9.1,99942.9,4.00244549419e-05,0.999429,0.000958
2004-11-12,135.0,99804.9,9.1,99939.9,-3.00171397868e-05,0.999399,0.000988
2004-11-15,141.0,99804.9,9.1,99945.9,6.00360816851e-05,0.999459,0.000928
2004-11-16,141.0,99804.9,9.1,99945.9,0.0,0.999459,0.000928
2004-11-17,140.0,99804.9,9.1,99944.9,-1.00054129284e-05,0.999449,0.000938
2004-11-18,143.0,99804.9,9.1,99947.9,3.00165391129e-05,0.999479,0.000908
2004-11-19,145.0,99804.9,9.1,99949.9,2.00104254318e-05,0.999499,0.000888
2004-11-22,150.0,99804.9,9.1,99954.9,5.00250625564e-05,0.999549,0.000838
2004-11-23,148.0,99804.9,9.1,99952.9,-2.00090240698e-05,0.999529,0.000858
2004-11-24,147.0,99804.9,9.1,99951.9,-1.00047122195e-05,0.999519,0.000868
2004-11-25,144.0,99804.9,9.1,99948.9,-3.00144369442e-05,0.999489,0.000898
2004-11-26,144.0,99804.9,9.1,99948.9,0.0,0.999489,0.000898
2004-11-29,145.0,99804.9,9.1,99949.9,1.00051126126e-05,0.999499,0.000887999999999
2004-11-30,142.0,99804.9,9.1,99946.9,-3.00150375339e-05,0.999469,0.000918
2004-12-01,140.0,99804.9,9.1,99944.9,-2.00106256422e-05,0.999449,0.000937999999999
2004-12-02,143.0,99804.9,9.1,99947.9,3.00165391129e-05,0.999479,0.000908
2004-12-03,146.0,99804.9,9.1,99950.9,3.00156381474e-05,0.999509,0.000878
2004-12-06,147.0,99804.9,9.1,99951.9,1.00049124121e-05,0.999519,0.000868
2004-12-07,147.0,99804.9,9.1,99951.9,0.0,0.999519,0.000868
2004-12-13,145.0,99804.9,9.1,99949.9,-2.00096246294e-05,0.999499,0.000888
2004-12-14,144.0,99804.9,9.1,99948.9,-1.00050125112e-05,0.999489,0.000898
2004-12-15,144.0,99804.9,9.1,99948.9,0.0,0.999489,0.000898
2004-12-16,141.0,99804.9,9.1,99945.9,-3.00153378376e-05,0.999459,0.000927999999999
2004-12-17,142.0,99804.9,9.1,99946.9,1.00054129284e-05,0.999469,0.000918
2004-12-20,141.0,99804.9,9.1,99945.9,-1.00053128211e-05,0.999459,0.000928
2004-12-21,141.0,99804.9,9.1,99945.9,0.0,0.999459,0.000928
2004-12-22,144.0,99804.9,9.1,99948.9,3.00162387852e-05,0.999489,0.000898
2004-12-23,145.0,99804.9,9.1,99949.9,1.00051126126e-05,0.999499,0.000888
2004-12-24,146.0,99804.9,9.1,99950.9,1.00050125114e-05,0.999509,0.000877999999999
2004-12-27,145.0,99804.9,9.1,99949.9,-1.0004912412e-05,0.999499,0.000887999999999
2004-12-28,144.0,99804.9,9.1,99948.9,-1.00050125112e-05,0.999489,0.000897999999999
2004-12-29,142.0,99804.9,9.1,99946.9,-2.00102252251e-05,0.999469,0.000917999999999
2004-12-30,145.0,99804.9,9.1,99949.9,3.00159384634e-05,0.999499,0.000887999999999
2004-12-31,147.0,99804.9,9.1,99951.9,2.00100250225e-05,0.999519,0.000867999999999
2005-01-04,146.0,99804.9,9.1,99950.9,-1.00048123147e-05,0.999509,0.000877999999999
2005-01-05,154.0,99804.9,9.1,99958.9,8.00392992959e-05,0.999589,0.000797999999999
2005-01-06,154.0,99804.9,9.1,99958.9,0.0,0.999589,0.000797999999999
2005-01-07,159.0,99804.9,9.1,99963.9,5.00205584495e-05,0.999639,0.000747999999999
2005-01-10,158.0,99804.9,9.1,99962.9,-1.00036113037e-05,0.999629,0.000757999999999
2005-01-11,158.0,99804.9,9.1,99962.9,0.0,0.999629,0.000757999999999
2005-01-12,161.0,99804.9,9.1,99965.9,3.00111341307e-05,0.999659,0.000727999999999
2005-01-13,159.0,99804.9,9.1,99963.9,-2.00068223264e-05,0.999639,0.000747999999999
2005-01-14,161.0,99804.9,9.1,99965.9,2.00072226073e-05,0.999659,0.000728
2005-01-17,162.0,99804.9,9.1,99966.9,1.00034111632e-05,0.999669,0.000718
2005-01-18,160.0,99804.9,9.1,99964.9,-2.00066221919e-05,0.999649,0.000738
2005-01-19,157.0,99804.9,9.1,99961.9,-3.00105336973e-05,0.999619,0.000768
2005-01-20,157.0,99804.9,9.1,99961.9,0.0,0.999619,0.000768
2005-01-21,159.0,99804.9,9.1,99963.9,2.00076229042e-05,0.999639,0.000748
2005-01-24,165.0,99804.9,9.1,99969.9,6.00216678222e-05,0.999699,0.000688
2005-01-25,162.0,99804.9,9.1,99966.9,-3.00090327189e-05,0.999669,0.000718
2005-01-26,163.0,99804.9,9.1,99967.9,1.00033110959e-05,0.999679,0.000708
2005-01-27,164.0,99804.9,9.1,99968.9,1.00032110308e-05,0.999689,0.000698
2005-01-28,163.0,99804.9,9.1,99967.9,-1.00031109675e-05,0.999679,0.000708
2005-01-31,162.0,99804.9,9.1,99966.9,-1.00032110307e-05,0.999669,0.000718
2005-02-01,161.0,99804.9,9.1,99965.9,-1.0003311096e-05,0.999659,0.000728
2005-02-02,171.0,99804.9,9.1,99975.9,0.000100034111632,0.999759,0.000628
2005-02-03,173.0,99804.9,9.1,99977.9,2.00048211618e-05,0.999779,0.000608
2005-02-04,176.0,99804.9,9.1,99980.9,3.00066314656e-05,0.999809,0.000578
2005-02-16,177.0,99804.9,9.1,99981.9,1.00019103648e-05,0.999819,0.000568
2005-02-17,173.0,99804.9,9.1,99977.9,-4.00072413107e-05,0.999779,0.000608
2005-02-18,171.0,99804.9,9.1,99975.9,-2.0004420977e-05,0.999759,0.000628
2005-02-21,176.0,99804.9,9.1,99980.9,5.00120529048e-05,0.999809,0.000578
