datetime,000300.SH,000300.SH_position,000300.SH_price,cash,commission,order,total,returns,equity_curve,000300.SH_return,drawdown
2008-06-06,0.0,0.0,3489.5,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,-0.00644621228083,1.15902579013
2008-06-10,0.0,0.0,3206.56,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,-0.0810832497492,1.15902579013
2008-06-11,0.0,0.0,3140.3,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,-0.0206638890275,1.15902579013
2008-06-12,0.0,0.0,3084.63,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,-0.0177276056428,1.15902579013
2008-06-13,0.0,0.0,2979.12,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,-0.0342050748388,1.15902579013
2008-06-16,0.0,0.0,2952.24,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,-0.0090227986788,1.15902579013
2008-06-17,0.0,0.0,2842.68,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,-0.0371108039997,1.15902579013
2008-06-18,0.0,0.0,2991.27,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,0.0522710962894,1.15902579013
2008-06-19,0.0,0.0,2773.08,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,-0.0729422619824,1.15902579013
2008-06-20,0.0,0.0,2849.67,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,0.0276191094379,1.15902579013
2008-06-23,0.0,0.0,2789.94,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,-0.0209603217215,1.15902579013
2008-06-24,0.0,0.0,2851.91,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,0.0222119472103,1.15902579013
2008-06-25,0.0,0.0,2969.54,251184.973368,0.0,SELL,251184.973368,0.0,2.51184973368,0.0412460421262,1.15902579013
2008-06-26,252146.984181,84.5872516046,2980.91,-0.253761754808,0.0,BUY,252146.730419,0.00382887972098,2.52146730419,0.00382887585283,1.14940821962
2008-06-27,238199.392264,84.5872516046,2816.02,-0.253761754808,0.0,BUY,238199.138502,-0.0553153788427,2.38199138502,-0.0553153231731,1.28888413879
2008-06-30,0.0,0.0,2791.82,238199.138502,0.0,SELL,238199.138502,0.0,2.38199138502,-0.00859368896528,1.28888413879
2008-07-01,230224.325208,85.3204088453,2698.35,-0.0853204088344,0.0,BUY,230224.239887,-0.0334799641381,2.30224239887,-0.0334799521459,1.36863312494
2008-07-02,0.0,0.0,2699.6,230224.239887,0.0,SELL,230224.239887,0.0,2.30224239887,0.000463246057776,1.36863312494
2008-07-03,0.0,0.0,2760.61,230224.239887,0.0,SELL,230224.239887,0.0,2.30224239887,0.0225996443918,1.36863312494
2008-07-04,228659.562494,83.3960874933,2741.85,0.166792174976,0.0,BUY,228659.729286,-0.00679559460004,2.28659729286,-0.00679559952329,1.38427823095
2008-07-07,240410.905182,83.3960874933,2882.76,0.166792174976,0.0,BUY,240411.071975,0.0513922706258,2.40411071975,0.0513923081131,1.26676480407
2008-07-08,242002.102532,83.3960874933,2901.84,0.166792174976,0.0,BUY,242002.269324,0.00661865252837,2.42002269324,0.00661865712026,1.25085283057
2008-07-09,251450.045284,83.3960874933,3015.13,0.166792174976,0.0,BUY,251450.212076,0.0390407196532,2.51450212076,0.0390407465608,1.15637340305
2008-07-10,247997.447262,83.3960874933,2973.73,0.166792174976,0.0,BUY,247997.614054,-0.0137307421367,2.47997614054,-0.0137307512446,1.19089938327
2008-07-11,246310.344412,83.3960874933,2953.5,0.166792174976,0.0,BUY,246310.511204,-0.00680289952154,2.46310511204,-0.00680290409688,1.20777041177
2008-07-14,248175.914889,83.3960874933,2975.87,0.166792174976,0.0,BUY,248176.081681,0.00757405954017,2.48176081681,0.00757406466904,1.189114707
2008-07-15,237927.369697,83.3960874933,2852.98,0.166792174976,0.0,BUY,237927.536489,-0.0412954589445,2.37927536489,-0.041295486698,1.29160015892
2008-07-16,228972.297822,83.3960874933,2745.6,0.166792174976,0.0,BUY,228972.464614,-0.0376378119455,2.28972464614,-0.0376378383304,1.38115087767
2008-07-17,226676.403533,83.3960874933,2718.07,0.166792174976,0.0,BUY,226676.570325,-0.0100269449104,2.26676570325,-0.0100269522145,1.40410982056
2008-07-18,234798.348494,83.3960874933,2815.46,0.166792174976,0.0,BUY,234798.515286,0.0358305445919,2.34798515286,0.0358305709566,1.32289037095
2008-07-21,242770.180498,83.3960874933,2911.05,0.166792174976,0.0,BUY,242770.34729,0.0339517990298,2.4277034729,0.0339518231479,1.24317205091
2008-07-22,242243.951185,83.3960874933,2904.74,0.166792174976,0.0,BUY,242244.117978,-0.0021676012658,2.42244117978,-0.00216760275502,1.24843434403
2008-07-23,240457.606991,83.3960874933,2883.32,0.166792174976,0.0,BUY,240457.773783,-0.00737414889171,2.40457773783,-0.00737415396903,1.26629778598
2008-07-24,248300.175059,83.3960874933,2977.36,0.166792174976,0.0,BUY,248300.341851,0.0326151571,2.48300341851,0.0326151797234,1.1878721053
2008-07-25,245117.78036,83.3960874933,2939.2,0.166792174976,0.0,BUY,245117.947153,-0.0128167149309,2.45117947153,-0.0128167235403,1.21969605228
2008-07-28,246923.305655,83.3960874933,2960.85,0.166792174976,0.0,BUY,246923.472447,0.00736594490613,2.46923472447,0.00736594991835,1.20164079934
2008-07-29,242318.173703,83.3960874933,2905.63,0.166792174976,0.0,BUY,242318.340495,-0.018650037219,2.42318340495,-0.0186500498168,1.24769211886
2008-07-30,240546.006844,83.3960874933,2884.38,0.166792174976,0.0,BUY,240546.173636,-0.00731338311252,2.40546173636,-0.00731338814646,1.26541378745
